State,Date,Region,Active Cases
Perak,23/11/2020,Larut Matang,129
Perak,23/11/2020,Kerian,12
Perak,23/11/2020,Manjung,5
Perak,23/11/2020,Perak Tengah,1
Perak,23/11/2020,Hilir Perak,115
Perak,23/11/2020,Bagan Datuk,1
Perak,23/11/2020,Muallim,1
Perak,23/11/2020,Batang Padang,1
Perak,23/11/2020,Kampar,40
Perak,23/11/2020,Kinta,194
Perak,23/11/2020,Kuala Kangsar,34
Perak,23/11/2020,Hulu Perak,5
Perak,24/11/2020,Larut Matang,130
Perak,24/11/2020,Kerian,12
Perak,24/11/2020,Manjung,5
Perak,24/11/2020,Perak Tengah,1
Perak,24/11/2020,Hilir Perak,216
Perak,24/11/2020,Bagan Datuk,1
Perak,24/11/2020,Muallim,1
Perak,24/11/2020,Batang Padang,1
Perak,24/11/2020,Kampar,40
Perak,24/11/2020,Kinta,203
Perak,24/11/2020,Kuala Kangsar,23
Perak,24/11/2020,Hulu Perak,5
Perak,25/11/2020,Larut Matang,130
Perak,25/11/2020,Kerian,12
Perak,25/11/2020,Manjung,5
Perak,25/11/2020,Perak Tengah,1
Perak,25/11/2020,Hilir Perak,216
Perak,25/11/2020,Bagan Datuk,1
Perak,25/11/2020,Muallim,1
Perak,25/11/2020,Batang Padang,1
Perak,25/11/2020,Kampar,39
Perak,25/11/2020,Kinta,270
Perak,25/11/2020,Kuala Kangsar,23
Perak,25/11/2020,Hulu Perak,5
Perak,26/11/2020,Larut Matang,129
Perak,26/11/2020,Kerian,12
Perak,26/11/2020,Manjung,5
Perak,26/11/2020,Perak Tengah,2
Perak,26/11/2020,Hilir Perak,221
Perak,26/11/2020,Bagan Datuk,1
Perak,26/11/2020,Muallim,1
Perak,26/11/2020,Batang Padang,1
Perak,26/11/2020,Kampar,39
Perak,26/11/2020,Kinta,333
Perak,26/11/2020,Kuala Kangsar,25
Perak,26/11/2020,Hulu Perak,5
Perak,27/11/2020,Larut Matang,128
Perak,27/11/2020,Kerian,11
Perak,27/11/2020,Manjung,5
Perak,27/11/2020,Perak Tengah,2
Perak,27/11/2020,Hilir Perak,223
Perak,27/11/2020,Bagan Datuk,1
Perak,27/11/2020,Muallim,0
Perak,27/11/2020,Batang Padang,1
Perak,27/11/2020,Kampar,39
Perak,27/11/2020,Kinta,363
Perak,27/11/2020,Kuala Kangsar,25
Perak,27/11/2020,Hulu Perak,5
Perak,28/11/2020,Larut Matang,128
Perak,28/11/2020,Kerian,11
Perak,28/11/2020,Manjung,5
Perak,28/11/2020,Perak Tengah,2
Perak,28/11/2020,Hilir Perak,195
Perak,28/11/2020,Bagan Datuk,1
Perak,28/11/2020,Muallim,0
Perak,28/11/2020,Batang Padang,1
Perak,28/11/2020,Kampar,40
Perak,28/11/2020,Kinta,502
Perak,28/11/2020,Kuala Kangsar,25
Perak,28/11/2020,Hulu Perak,6
Perak,29/11/2020,Larut Matang,127
Perak,29/11/2020,Kerian,12
Perak,29/11/2020,Manjung,3
Perak,29/11/2020,Perak Tengah,1
Perak,29/11/2020,Hilir Perak,231
Perak,29/11/2020,Bagan Datuk,0
Perak,29/11/2020,Muallim,0
Perak,29/11/2020,Batang Padang,1
Perak,29/11/2020,Kampar,39
Perak,29/11/2020,Kinta,532
Perak,29/11/2020,Kuala Kangsar,21
Perak,29/11/2020,Hulu Perak,6
Perak,30/11/2020,Larut Matang,15
Perak,30/11/2020,Kerian,14
Perak,30/11/2020,Manjung,3
Perak,30/11/2020,Perak Tengah,1
Perak,30/11/2020,Hilir Perak,254
Perak,30/11/2020,Bagan Datuk,0
Perak,30/11/2020,Muallim,0
Perak,30/11/2020,Batang Padang,1
Perak,30/11/2020,Kampar,39
Perak,30/11/2020,Kinta,545
Perak,30/11/2020,Kuala Kangsar,22
Perak,30/11/2020,Hulu Perak,6
Selangor,26/9/2020,Gombak,1
Selangor,26/9/2020,Klang,1
Selangor,26/9/2020,Sabak Bernam,0
Selangor,26/9/2020,Sepang,0
Selangor,26/9/2020,Hulu Langat,4
Selangor,26/9/2020,Kuala Langat,0
Selangor,26/9/2020,Petaling,3
Selangor,26/9/2020,Hulu Selangor,0
Selangor,26/9/2020,Kuala Selangor,0
Selangor,27/9/2020,Gombak,1
Selangor,27/9/2020,Klang,4
Selangor,27/9/2020,Sabak Bernam,0
Selangor,27/9/2020,Sepang,0
Selangor,27/9/2020,Hulu Langat,5
Selangor,27/9/2020,Kuala Langat,0
Selangor,27/9/2020,Petaling,4
Selangor,27/9/2020,Hulu Selangor,5
Selangor,27/9/2020,Kuala Selangor,0
Selangor,28/9/2020,Gombak,1
Selangor,28/9/2020,Klang,13
Selangor,28/9/2020,Sabak Bernam,0
Selangor,28/9/2020,Sepang,0
Selangor,28/9/2020,Hulu Langat,5
Selangor,28/9/2020,Kuala Langat,0
Selangor,28/9/2020,Petaling,5
Selangor,28/9/2020,Hulu Selangor,5
Selangor,28/9/2020,Kuala Selangor,0
Selangor,29/9/2020,Gombak,1
Selangor,29/9/2020,Klang,15
Selangor,29/9/2020,Sabak Bernam,0
Selangor,29/9/2020,Sepang,0
Selangor,29/9/2020,Hulu Langat,10
Selangor,29/9/2020,Kuala Langat,1
Selangor,29/9/2020,Petaling,10
Selangor,29/9/2020,Hulu Selangor,6
Selangor,29/9/2020,Kuala Selangor,0
Selangor,30/9/2020,Gombak,1
Selangor,30/9/2020,Klang,17
Selangor,30/9/2020,Sabak Bernam,0
Selangor,30/9/2020,Sepang,1
Selangor,30/9/2020,Hulu Langat,15
Selangor,30/9/2020,Kuala Langat,1
Selangor,30/9/2020,Petaling,12
Selangor,30/9/2020,Hulu Selangor,6
Selangor,30/9/2020,Kuala Selangor,0
Selangor,1/10/2020,Gombak,1
Selangor,1/10/2020,Klang,22
Selangor,1/10/2020,Sabak Bernam,0
Selangor,1/10/2020,Sepang,2
Selangor,1/10/2020,Hulu Langat,15
Selangor,1/10/2020,Kuala Langat,1
Selangor,1/10/2020,Petaling,19
Selangor,1/10/2020,Hulu Selangor,6
Selangor,1/10/2020,Kuala Selangor,0
Selangor,2/10/2020,Gombak,8
Selangor,2/10/2020,Klang,28
Selangor,2/10/2020,Sabak Bernam,0
Selangor,2/10/2020,Sepang,4
Selangor,2/10/2020,Hulu Langat,18
Selangor,2/10/2020,Kuala Langat,1
Selangor,2/10/2020,Petaling,19
Selangor,2/10/2020,Hulu Selangor,16
Selangor,2/10/2020,Kuala Selangor,0
Selangor,3/10/2020,Gombak,10
Selangor,3/10/2020,Klang,38
Selangor,3/10/2020,Sabak Bernam,0
Selangor,3/10/2020,Sepang,10
Selangor,3/10/2020,Hulu Langat,25
Selangor,3/10/2020,Kuala Langat,3
Selangor,3/10/2020,Petaling,27
Selangor,3/10/2020,Hulu Selangor,16
Selangor,3/10/2020,Kuala Selangor,1
Selangor,4/10/2020,Gombak,11
Selangor,4/10/2020,Klang,52
Selangor,4/10/2020,Sabak Bernam,0
Selangor,4/10/2020,Sepang,13
Selangor,4/10/2020,Hulu Langat,33
Selangor,4/10/2020,Kuala Langat,3
Selangor,4/10/2020,Petaling,31
Selangor,4/10/2020,Hulu Selangor,16
Selangor,4/10/2020,Kuala Selangor,1
Selangor,5/10/2020,Gombak,12
Selangor,5/10/2020,Klang,57
Selangor,5/10/2020,Sabak Bernam,0
Selangor,5/10/2020,Sepang,15
Selangor,5/10/2020,Hulu Langat,38
Selangor,5/10/2020,Kuala Langat,3
Selangor,5/10/2020,Petaling,48
Selangor,5/10/2020,Hulu Selangor,19
Selangor,5/10/2020,Kuala Selangor,2
Selangor,6/10/2020,Gombak,14
Selangor,6/10/2020,Klang,77
Selangor,6/10/2020,Sabak Bernam,0
Selangor,6/10/2020,Sepang,16
Selangor,6/10/2020,Hulu Langat,40
Selangor,6/10/2020,Kuala Langat,3
Selangor,6/10/2020,Petaling,60
Selangor,6/10/2020,Hulu Selangor,20
Selangor,6/10/2020,Kuala Selangor,2
Selangor,7/10/2020,Gombak,16
Selangor,7/10/2020,Klang,79
Selangor,7/10/2020,Sabak Bernam,0
Selangor,7/10/2020,Sepang,20
Selangor,7/10/2020,Hulu Langat,44
Selangor,7/10/2020,Kuala Langat,4
Selangor,7/10/2020,Petaling,63
Selangor,7/10/2020,Hulu Selangor,20
Selangor,7/10/2020,Kuala Selangor,3
Selangor,8/10/2020,Gombak,22
Selangor,8/10/2020,Klang,94
Selangor,8/10/2020,Sabak Bernam,0
Selangor,8/10/2020,Sepang,24
Selangor,8/10/2020,Hulu Langat,47
Selangor,8/10/2020,Kuala Langat,5
Selangor,8/10/2020,Petaling,70
Selangor,8/10/2020,Hulu Selangor,20
Selangor,8/10/2020,Kuala Selangor,3
Selangor,9/10/2020,Gombak,25
Selangor,9/10/2020,Klang,97
Selangor,9/10/2020,Sabak Bernam,0
Selangor,9/10/2020,Sepang,24
Selangor,9/10/2020,Hulu Langat,55
Selangor,9/10/2020,Kuala Langat,6
Selangor,9/10/2020,Petaling,77
Selangor,9/10/2020,Hulu Selangor,20
Selangor,9/10/2020,Kuala Selangor,3
Selangor,10/10/2020,Gombak,32
Selangor,10/10/2020,Klang,77
Selangor,10/10/2020,Sabak Bernam,0
Selangor,10/10/2020,Sepang,17
Selangor,10/10/2020,Hulu Langat,52
Selangor,10/10/2020,Kuala Langat,11
Selangor,10/10/2020,Petaling,66
Selangor,10/10/2020,Hulu Selangor,19
Selangor,10/10/2020,Kuala Selangor,3
Selangor,11/10/2020,Gombak,35
Selangor,11/10/2020,Klang,74
Selangor,11/10/2020,Sabak Bernam,0
Selangor,11/10/2020,Sepang,16
Selangor,11/10/2020,Hulu Langat,48
Selangor,11/10/2020,Kuala Langat,12
Selangor,11/10/2020,Petaling,75
Selangor,11/10/2020,Hulu Selangor,15
Selangor,11/10/2020,Kuala Selangor,3
Selangor,12/10/2020,Gombak,39
Selangor,12/10/2020,Klang,109
Selangor,12/10/2020,Sabak Bernam,0
Selangor,12/10/2020,Sepang,16
Selangor,12/10/2020,Hulu Langat,56
Selangor,12/10/2020,Kuala Langat,13
Selangor,12/10/2020,Petaling,81
Selangor,12/10/2020,Hulu Selangor,13
Selangor,12/10/2020,Kuala Selangor,2
Selangor,13/10/2020,Gombak,50
Selangor,13/10/2020,Klang,93
Selangor,13/10/2020,Sabak Bernam,0
Selangor,13/10/2020,Sepang,17
Selangor,13/10/2020,Hulu Langat,72
Selangor,13/10/2020,Kuala Langat,14
Selangor,13/10/2020,Petaling,117
Selangor,13/10/2020,Hulu Selangor,14
Selangor,13/10/2020,Kuala Selangor,0
Selangor,14/10/2020,Gombak,62
Selangor,14/10/2020,Klang,96
Selangor,14/10/2020,Sabak Bernam,0
Selangor,14/10/2020,Sepang,14
Selangor,14/10/2020,Hulu Langat,82
Selangor,14/10/2020,Kuala Langat,25
Selangor,14/10/2020,Petaling,121
Selangor,14/10/2020,Hulu Selangor,17
Selangor,14/10/2020,Kuala Selangor,0
Selangor,15/10/2020,Gombak,62
Selangor,15/10/2020,Klang,102
Selangor,15/10/2020,Sabak Bernam,0
Selangor,15/10/2020,Sepang,15
Selangor,15/10/2020,Hulu Langat,75
Selangor,15/10/2020,Kuala Langat,32
Selangor,15/10/2020,Petaling,183
Selangor,15/10/2020,Hulu Selangor,13
Selangor,15/10/2020,Kuala Selangor,0
Selangor,16/10/2020,Gombak,62
Selangor,16/10/2020,Klang,108
Selangor,16/10/2020,Sabak Bernam,0
Selangor,16/10/2020,Sepang,17
Selangor,16/10/2020,Hulu Langat,67
Selangor,16/10/2020,Kuala Langat,39
Selangor,16/10/2020,Petaling,245
Selangor,16/10/2020,Hulu Selangor,9
Selangor,16/10/2020,Kuala Selangor,1
Selangor,17/10/2020,Gombak,72
Selangor,17/10/2020,Klang,104
Selangor,17/10/2020,Sabak Bernam,0
Selangor,17/10/2020,Sepang,26
Selangor,17/10/2020,Hulu Langat,75
Selangor,17/10/2020,Kuala Langat,48
Selangor,17/10/2020,Petaling,318
Selangor,17/10/2020,Hulu Selangor,9
Selangor,17/10/2020,Kuala Selangor,1
Selangor,18/10/2020,Gombak,72
Selangor,18/10/2020,Klang,139
Selangor,18/10/2020,Sabak Bernam,0
Selangor,18/10/2020,Sepang,25
Selangor,18/10/2020,Hulu Langat,82
Selangor,18/10/2020,Kuala Langat,46
Selangor,18/10/2020,Petaling,312
Selangor,18/10/2020,Hulu Selangor,10
Selangor,18/10/2020,Kuala Selangor,1
Selangor,19/10/2020,Gombak,68
Selangor,19/10/2020,Klang,117
Selangor,19/10/2020,Sabak Bernam,1
Selangor,19/10/2020,Sepang,28
Selangor,19/10/2020,Hulu Langat,84
Selangor,19/10/2020,Kuala Langat,46
Selangor,19/10/2020,Petaling,335
Selangor,19/10/2020,Hulu Selangor,9
Selangor,19/10/2020,Kuala Selangor,3
Selangor,20/10/2020,Gombak,71
Selangor,20/10/2020,Klang,126
Selangor,20/10/2020,Sabak Bernam,1
Selangor,20/10/2020,Sepang,36
Selangor,20/10/2020,Hulu Langat,133
Selangor,20/10/2020,Kuala Langat,57
Selangor,20/10/2020,Petaling,340
Selangor,20/10/2020,Hulu Selangor,6
Selangor,20/10/2020,Kuala Selangor,4
Selangor,21/10/2020,Gombak,81
Selangor,21/10/2020,Klang,128
Selangor,21/10/2020,Sabak Bernam,1
Selangor,21/10/2020,Sepang,50
Selangor,21/10/2020,Hulu Langat,143
Selangor,21/10/2020,Kuala Langat,64
Selangor,21/10/2020,Petaling,340
Selangor,21/10/2020,Hulu Selangor,9
Selangor,21/10/2020,Kuala Selangor,12
Selangor,22/10/2020,Gombak,93
Selangor,22/10/2020,Klang,147
Selangor,22/10/2020,Sabak Bernam,0
Selangor,22/10/2020,Sepang,71
Selangor,22/10/2020,Hulu Langat,154
Selangor,22/10/2020,Kuala Langat,74
Selangor,22/10/2020,Petaling,371
Selangor,22/10/2020,Hulu Selangor,9
Selangor,22/10/2020,Kuala Selangor,12
Selangor,23/10/2020,Gombak,96
Selangor,23/10/2020,Klang,150
Selangor,23/10/2020,Sabak Bernam,0
Selangor,23/10/2020,Sepang,67
Selangor,23/10/2020,Hulu Langat,170
Selangor,23/10/2020,Kuala Langat,72
Selangor,23/10/2020,Petaling,386
Selangor,23/10/2020,Hulu Selangor,7
Selangor,23/10/2020,Kuala Selangor,12
Selangor,24/10/2020,Gombak,98
Selangor,24/10/2020,Klang,136
Selangor,24/10/2020,Sabak Bernam,0
Selangor,24/10/2020,Sepang,68
Selangor,24/10/2020,Hulu Langat,172
Selangor,24/10/2020,Kuala Langat,68
Selangor,24/10/2020,Petaling,422
Selangor,24/10/2020,Hulu Selangor,8
Selangor,24/10/2020,Kuala Selangor,12
Selangor,25/10/2020,Gombak,97
Selangor,25/10/2020,Klang,133
Selangor,25/10/2020,Sabak Bernam,1
Selangor,25/10/2020,Sepang,70
Selangor,25/10/2020,Hulu Langat,190
Selangor,25/10/2020,Kuala Langat,70
Selangor,25/10/2020,Petaling,326
Selangor,25/10/2020,Hulu Selangor,10
Selangor,25/10/2020,Kuala Selangor,11
Selangor,26/10/2020,Gombak,84
Selangor,26/10/2020,Klang,132
Selangor,26/10/2020,Sabak Bernam,1
Selangor,26/10/2020,Sepang,133
Selangor,26/10/2020,Hulu Langat,220
Selangor,26/10/2020,Kuala Langat,73
Selangor,26/10/2020,Petaling,367
Selangor,26/10/2020,Hulu Selangor,10
Selangor,26/10/2020,Kuala Selangor,13
Selangor,27/10/2020,Gombak,90
Selangor,27/10/2020,Klang,135
Selangor,27/10/2020,Sabak Bernam,1
Selangor,27/10/2020,Sepang,140
Selangor,27/10/2020,Hulu Langat,219
Selangor,27/10/2020,Kuala Langat,82
Selangor,27/10/2020,Petaling,374
Selangor,27/10/2020,Hulu Selangor,10
Selangor,27/10/2020,Kuala Selangor,18
Selangor,28/10/2020,Gombak,87
Selangor,28/10/2020,Klang,122
Selangor,28/10/2020,Sabak Bernam,1
Selangor,28/10/2020,Sepang,151
Selangor,28/10/2020,Hulu Langat,209
Selangor,28/10/2020,Kuala Langat,89
Selangor,28/10/2020,Petaling,356
Selangor,28/10/2020,Hulu Selangor,9
Selangor,28/10/2020,Kuala Selangor,17
Selangor,29/10/2020,Gombak,92
Selangor,29/10/2020,Klang,125
Selangor,29/10/2020,Sabak Bernam,1
Selangor,29/10/2020,Sepang,204
Selangor,29/10/2020,Hulu Langat,218
Selangor,29/10/2020,Kuala Langat,83
Selangor,29/10/2020,Petaling,355
Selangor,29/10/2020,Hulu Selangor,8
Selangor,29/10/2020,Kuala Selangor,16
Selangor,30/10/2020,Gombak,100
Selangor,30/10/2020,Klang,119
Selangor,30/10/2020,Sabak Bernam,2
Selangor,30/10/2020,Sepang,234
Selangor,30/10/2020,Hulu Langat,243
Selangor,30/10/2020,Kuala Langat,91
Selangor,30/10/2020,Petaling,383
Selangor,30/10/2020,Hulu Selangor,7
Selangor,30/10/2020,Kuala Selangor,16
Selangor,31/10/2020,Gombak,64
Selangor,31/10/2020,Klang,115
Selangor,31/10/2020,Sabak Bernam,2
Selangor,31/10/2020,Sepang,233
Selangor,31/10/2020,Hulu Langat,226
Selangor,31/10/2020,Kuala Langat,87
Selangor,31/10/2020,Petaling,371
Selangor,31/10/2020,Hulu Selangor,6
Selangor,31/10/2020,Kuala Selangor,14
Selangor,1/11/2020,Gombak,65
Selangor,1/11/2020,Klang,158
Selangor,1/11/2020,Sabak Bernam,1
Selangor,1/11/2020,Sepang,240
Selangor,1/11/2020,Hulu Langat,312
Selangor,1/11/2020,Kuala Langat,96
Selangor,1/11/2020,Petaling,372
Selangor,1/11/2020,Hulu Selangor,6
Selangor,1/11/2020,Kuala Selangor,12
Selangor,2/11/2020,Gombak,67
Selangor,2/11/2020,Klang,162
Selangor,2/11/2020,Sabak Bernam,1
Selangor,2/11/2020,Sepang,192
Selangor,2/11/2020,Hulu Langat,317
Selangor,2/11/2020,Kuala Langat,104
Selangor,2/11/2020,Petaling,377
Selangor,2/11/2020,Hulu Selangor,4
Selangor,2/11/2020,Kuala Selangor,12
Selangor,3/11/2020,Gombak,63
Selangor,3/11/2020,Klang,180
Selangor,3/11/2020,Sabak Bernam,1
Selangor,3/11/2020,Sepang,183
Selangor,3/11/2020,Hulu Langat,312
Selangor,3/11/2020,Kuala Langat,96
Selangor,3/11/2020,Petaling,371
Selangor,3/11/2020,Hulu Selangor,4
Selangor,3/11/2020,Kuala Selangor,10
Selangor,4/11/2020,Gombak,68
Selangor,4/11/2020,Klang,219
Selangor,4/11/2020,Sabak Bernam,1
Selangor,4/11/2020,Sepang,213
Selangor,4/11/2020,Hulu Langat,376
Selangor,4/11/2020,Kuala Langat,95
Selangor,4/11/2020,Petaling,364
Selangor,4/11/2020,Hulu Selangor,2
Selangor,4/11/2020,Kuala Selangor,14
Selangor,5/11/2020,Gombak,72
Selangor,5/11/2020,Klang,256
Selangor,5/11/2020,Sabak Bernam,1
Selangor,5/11/2020,Sepang,222
Selangor,5/11/2020,Hulu Langat,404
Selangor,5/11/2020,Kuala Langat,96
Selangor,5/11/2020,Petaling,377
Selangor,5/11/2020,Hulu Selangor,1
Selangor,5/11/2020,Kuala Selangor,14
Selangor,6/11/2020,Gombak,74
Selangor,6/11/2020,Klang,300
Selangor,6/11/2020,Sabak Bernam,1
Selangor,6/11/2020,Sepang,151
Selangor,6/11/2020,Hulu Langat,421
Selangor,6/11/2020,Kuala Langat,93
Selangor,6/11/2020,Petaling,365
Selangor,6/11/2020,Hulu Selangor,1
Selangor,6/11/2020,Kuala Selangor,14
Selangor,7/11/2020,Gombak,78
Selangor,7/11/2020,Klang,397
Selangor,7/11/2020,Sabak Bernam,0
Selangor,7/11/2020,Sepang,153
Selangor,7/11/2020,Hulu Langat,429
Selangor,7/11/2020,Kuala Langat,94
Selangor,7/11/2020,Petaling,356
Selangor,7/11/2020,Hulu Selangor,2
Selangor,7/11/2020,Kuala Selangor,13
Selangor,8/11/2020,Gombak,89
Selangor,8/11/2020,Klang,419
Selangor,8/11/2020,Sabak Bernam,0
Selangor,8/11/2020,Sepang,165
Selangor,8/11/2020,Hulu Langat,395
Selangor,8/11/2020,Kuala Langat,89
Selangor,8/11/2020,Petaling,340
Selangor,8/11/2020,Hulu Selangor,2
Selangor,8/11/2020,Kuala Selangor,13
Selangor,9/11/2020,Gombak,84
Selangor,9/11/2020,Klang,402
Selangor,9/11/2020,Sabak Bernam,0
Selangor,9/11/2020,Sepang,156
Selangor,9/11/2020,Hulu Langat,343
Selangor,9/11/2020,Kuala Langat,83
Selangor,9/11/2020,Petaling,356
Selangor,9/11/2020,Hulu Selangor,4
Selangor,9/11/2020,Kuala Selangor,14
Selangor,10/11/2020,Gombak,90
Selangor,10/11/2020,Klang,483
Selangor,10/11/2020,Sabak Bernam,0
Selangor,10/11/2020,Sepang,165
Selangor,10/11/2020,Hulu Langat,338
Selangor,10/11/2020,Kuala Langat,72
Selangor,10/11/2020,Petaling,348
Selangor,10/11/2020,Hulu Selangor,4
Selangor,10/11/2020,Kuala Selangor,17
Selangor,11/11/2020,Gombak,92
Selangor,11/11/2020,Klang,508
Selangor,11/11/2020,Sabak Bernam,0
Selangor,11/11/2020,Sepang,181
Selangor,11/11/2020,Hulu Langat,339
Selangor,11/11/2020,Kuala Langat,93
Selangor,11/11/2020,Petaling,353
Selangor,11/11/2020,Hulu Selangor,4
Selangor,11/11/2020,Kuala Selangor,17
Selangor,12/11/2020,Gombak,90
Selangor,12/11/2020,Klang,495
Selangor,12/11/2020,Sabak Bernam,0
Selangor,12/11/2020,Sepang,218
Selangor,12/11/2020,Hulu Langat,301
Selangor,12/11/2020,Kuala Langat,87
Selangor,12/11/2020,Petaling,341
Selangor,12/11/2020,Hulu Selangor,6
Selangor,12/11/2020,Kuala Selangor,16
Selangor,13/11/2020,Gombak,70
Selangor,13/11/2020,Klang,582
Selangor,13/11/2020,Sabak Bernam,0
Selangor,13/11/2020,Sepang,223
Selangor,13/11/2020,Hulu Langat,443
Selangor,13/11/2020,Kuala Langat,83
Selangor,13/11/2020,Petaling,353
Selangor,13/11/2020,Hulu Selangor,5
Selangor,13/11/2020,Kuala Selangor,14
Selangor,14/11/2020,Gombak,62
Selangor,14/11/2020,Klang,581
Selangor,14/11/2020,Sabak Bernam,0
Selangor,14/11/2020,Sepang,208
Selangor,14/11/2020,Hulu Langat,469
Selangor,14/11/2020,Kuala Langat,76
Selangor,14/11/2020,Petaling,360
Selangor,14/11/2020,Hulu Selangor,6
Selangor,14/11/2020,Kuala Selangor,10
Selangor,15/11/2020,Gombak,55
Selangor,15/11/2020,Klang,634
Selangor,15/11/2020,Sabak Bernam,0
Selangor,15/11/2020,Sepang,197
Selangor,15/11/2020,Hulu Langat,488
Selangor,15/11/2020,Kuala Langat,76
Selangor,15/11/2020,Petaling,353
Selangor,15/11/2020,Hulu Selangor,7
Selangor,15/11/2020,Kuala Selangor,9
Selangor,16/11/2020,Gombak,49
Selangor,16/11/2020,Klang,607
Selangor,16/11/2020,Sabak Bernam,0
Selangor,16/11/2020,Sepang,205
Selangor,16/11/2020,Hulu Langat,513
Selangor,16/11/2020,Kuala Langat,70
Selangor,16/11/2020,Petaling,338
Selangor,16/11/2020,Hulu Selangor,9
Selangor,16/11/2020,Kuala Selangor,9
Selangor,17/11/2020,Gombak,45
Selangor,17/11/2020,Klang,773
Selangor,17/11/2020,Sabak Bernam,0
Selangor,17/11/2020,Sepang,201
Selangor,17/11/2020,Hulu Langat,495
Selangor,17/11/2020,Kuala Langat,99
Selangor,17/11/2020,Petaling,351
Selangor,17/11/2020,Hulu Selangor,8
Selangor,17/11/2020,Kuala Selangor,7
Selangor,18/11/2020,Gombak,49
Selangor,18/11/2020,Klang,726
Selangor,18/11/2020,Sabak Bernam,0
Selangor,18/11/2020,Sepang,206
Selangor,18/11/2020,Hulu Langat,497
Selangor,18/11/2020,Kuala Langat,93
Selangor,18/11/2020,Petaling,277
Selangor,18/11/2020,Hulu Selangor,10
Selangor,18/11/2020,Kuala Selangor,8
Selangor,19/11/2020,Gombak,50
Selangor,19/11/2020,Klang,976
Selangor,19/11/2020,Sabak Bernam,0
Selangor,19/11/2020,Sepang,194
Selangor,19/11/2020,Hulu Langat,537
Selangor,19/11/2020,Kuala Langat,79
Selangor,19/11/2020,Petaling,276
Selangor,19/11/2020,Hulu Selangor,9
Selangor,19/11/2020,Kuala Selangor,10
Selangor,20/11/2020,Gombak,44
Selangor,20/11/2020,Klang,974
Selangor,20/11/2020,Sabak Bernam,0
Selangor,20/11/2020,Sepang,152
Selangor,20/11/2020,Hulu Langat,498
Selangor,20/11/2020,Kuala Langat,78
Selangor,20/11/2020,Petaling,281
Selangor,20/11/2020,Hulu Selangor,9
Selangor,20/11/2020,Kuala Selangor,8
Selangor,21/11/2020,Gombak,58
Selangor,21/11/2020,Klang,1201
Selangor,21/11/2020,Sabak Bernam,0
Selangor,21/11/2020,Sepang,133
Selangor,21/11/2020,Hulu Langat,430
Selangor,21/11/2020,Kuala Langat,80
Selangor,21/11/2020,Petaling,275
Selangor,21/11/2020,Hulu Selangor,9
Selangor,21/11/2020,Kuala Selangor,10
Selangor,22/11/2020,Gombak,66
Selangor,22/11/2020,Klang,1646
Selangor,22/11/2020,Sabak Bernam,0
Selangor,22/11/2020,Sepang,129
Selangor,22/11/2020,Hulu Langat,418
Selangor,22/11/2020,Kuala Langat,81
Selangor,22/11/2020,Petaling,268
Selangor,22/11/2020,Hulu Selangor,9
Selangor,22/11/2020,Kuala Selangor,8
Selangor,23/11/2020,Gombak,57
Selangor,23/11/2020,Klang,2712
Selangor,23/11/2020,Sabak Bernam,0
Selangor,23/11/2020,Sepang,133
Selangor,23/11/2020,Hulu Langat,423
Selangor,23/11/2020,Kuala Langat,79
Selangor,23/11/2020,Petaling,265
Selangor,23/11/2020,Hulu Selangor,12
Selangor,23/11/2020,Kuala Selangor,8
Selangor,24/11/2020,Gombak,61
Selangor,24/11/2020,Klang,4022
Selangor,24/11/2020,Sabak Bernam,0
Selangor,24/11/2020,Sepang,131
Selangor,24/11/2020,Hulu Langat,424
Selangor,24/11/2020,Kuala Langat,80
Selangor,24/11/2020,Petaling,274
Selangor,24/11/2020,Hulu Selangor,12
Selangor,24/11/2020,Kuala Selangor,10
Selangor,25/11/2020,Gombak,60
Selangor,25/11/2020,Klang,4019
Selangor,25/11/2020,Sabak Bernam,0
Selangor,25/11/2020,Sepang,133
Selangor,25/11/2020,Hulu Langat,425
Selangor,25/11/2020,Kuala Langat,103
Selangor,25/11/2020,Petaling,286
Selangor,25/11/2020,Hulu Selangor,16
Selangor,25/11/2020,Kuala Selangor,11
Selangor,26/11/2020,Gombak,55
Selangor,26/11/2020,Klang,3944
Selangor,26/11/2020,Sabak Bernam,0
Selangor,26/11/2020,Sepang,88
Selangor,26/11/2020,Hulu Langat,403
Selangor,26/11/2020,Kuala Langat,97
Selangor,26/11/2020,Petaling,337
Selangor,26/11/2020,Hulu Selangor,12
Selangor,26/11/2020,Kuala Selangor,16
Selangor,27/11/2020,Gombak,63
Selangor,27/11/2020,Klang,3932
Selangor,27/11/2020,Sabak Bernam,0
Selangor,27/11/2020,Sepang,89
Selangor,27/11/2020,Hulu Langat,413
Selangor,27/11/2020,Kuala Langat,114
Selangor,27/11/2020,Petaling,344
Selangor,27/11/2020,Hulu Selangor,12
Selangor,27/11/2020,Kuala Selangor,21
Selangor,28/11/2020,Gombak,47
Selangor,28/11/2020,Klang,3706
Selangor,28/11/2020,Sabak Bernam,0
Selangor,28/11/2020,Sepang,83
Selangor,28/11/2020,Hulu Langat,414
Selangor,28/11/2020,Kuala Langat,126
Selangor,28/11/2020,Petaling,356
Selangor,28/11/2020,Hulu Selangor,12
Selangor,28/11/2020,Kuala Selangor,20
Selangor,29/11/2020,Gombak,75
Selangor,29/11/2020,Klang,3479
