"","State","Date","Region","Active.Cases"
"2342","Selangor",2020-10-27,"Hulu Langat",301
"2343","Selangor",2020-10-28,"Kuala Langat",87
"2344","Selangor",2020-10-29,"Petaling",341
"2345","Selangor",2020-10-30,"Hulu Selangor",6
"2346","Selangor",2020-10-31,"Kuala Selangor",16
"2347","Selangor",2020-11-01,"Gombak",70
"2348","Selangor",2020-11-02,"Klang",582
"2349","Selangor",2020-11-03,"Sabak Bernam",0
"2350","Selangor",2020-11-04,"Sepang",223
"2351","Selangor",2020-11-05,"Hulu Langat",443
"2352","Selangor",2020-11-06,"Kuala Langat",83
"2353","Selangor",2020-11-07,"Petaling",353
"2354","Selangor",2020-11-08,"Hulu Selangor",5
"2355","Selangor",2020-11-09,"Kuala Selangor",14
"2356","Selangor",2020-11-10,"Gombak",62
"2357","Selangor",2020-11-11,"Klang",581
"2358","Selangor",2020-11-12,"Sabak Bernam",0
"2359","Selangor",2020-11-13,"Sepang",208
"2360","Selangor",2020-11-14,"Hulu Langat",469
"2361","Selangor",2020-11-15,"Kuala Langat",76
"2362","Selangor",2020-11-16,"Petaling",360
"2363","Selangor",2020-11-17,"Hulu Selangor",6
"2364","Selangor",2020-11-18,"Kuala Selangor",10
"2365","Selangor",2020-11-19,"Gombak",55
"2366","Selangor",2020-11-20,"Klang",634
"2367","Selangor",2020-11-21,"Sabak Bernam",0
"2368","Selangor",2020-11-22,"Sepang",197
"2369","Selangor",2020-11-23,"Hulu Langat",488
"2370","Selangor",2020-11-24,"Kuala Langat",76
"2371","Selangor",2020-11-25,"Petaling",353
"2372","Selangor",2020-11-26,"Hulu Selangor",7
"2373","Selangor",2020-11-27,"Kuala Selangor",9
"2374","Selangor",2020-11-28,"Gombak",49
"2375","Selangor",2020-11-29,"Klang",607
"2376","Selangor",2020-11-30,"Sabak Bernam",0
"2377","Selangor",2020-09-26,"Sepang",205
"2378","Selangor",2020-09-27,"Hulu Langat",513
"2379","Selangor",2020-09-28,"Kuala Langat",70
"2380","Selangor",2020-09-29,"Petaling",338
"2381","Selangor",2020-09-30,"Hulu Selangor",9
"2382","Selangor",2020-10-01,"Kuala Selangor",9
"2383","Selangor",2020-10-02,"Gombak",45
"2384","Selangor",2020-10-03,"Klang",773
"2385","Selangor",2020-10-04,"Sabak Bernam",0
"2386","Selangor",2020-10-05,"Sepang",201
"2387","Selangor",2020-10-06,"Hulu Langat",495
"2388","Selangor",2020-10-07,"Kuala Langat",99
"2389","Selangor",2020-10-08,"Petaling",351
"2390","Selangor",2020-10-09,"Hulu Selangor",8
"2391","Selangor",2020-10-10,"Kuala Selangor",7
"2392","Selangor",2020-10-11,"Gombak",49
"2393","Selangor",2020-10-12,"Klang",726
"2394","Selangor",2020-10-13,"Sabak Bernam",0
"2395","Selangor",2020-10-14,"Sepang",206
"2396","Selangor",2020-10-15,"Hulu Langat",497
"2397","Selangor",2020-10-16,"Kuala Langat",93
"2398","Selangor",2020-10-17,"Petaling",277
"2399","Selangor",2020-10-18,"Hulu Selangor",10
"2400","Selangor",2020-10-19,"Kuala Selangor",8
"2401","Selangor",2020-10-20,"Gombak",50
"2402","Selangor",2020-10-21,"Klang",976
"2403","Selangor",2020-10-22,"Sabak Bernam",0
"2404","Selangor",2020-10-23,"Sepang",194
"2405","Selangor",2020-10-24,"Hulu Langat",537
"2406","Selangor",2020-10-25,"Kuala Langat",79
"2407","Selangor",2020-10-26,"Petaling",276
"2408","Selangor",2020-10-27,"Hulu Selangor",9
"2409","Selangor",2020-10-28,"Kuala Selangor",10
"2410","Selangor",2020-10-29,"Gombak",44
"2411","Selangor",2020-10-30,"Klang",974
"2412","Selangor",2020-10-31,"Sabak Bernam",0
"2413","Selangor",2020-11-01,"Sepang",152
"2414","Selangor",2020-11-02,"Hulu Langat",498
"2415","Selangor",2020-11-03,"Kuala Langat",78
"2416","Selangor",2020-11-04,"Petaling",281
"2417","Selangor",2020-11-05,"Hulu Selangor",9
"2418","Selangor",2020-11-06,"Kuala Selangor",8
"2419","Selangor",2020-11-07,"Gombak",58
"2420","Selangor",2020-11-08,"Klang",1201
"2421","Selangor",2020-11-09,"Sabak Bernam",0
"2422","Selangor",2020-11-10,"Sepang",133
"2423","Selangor",2020-11-11,"Hulu Langat",430
"2424","Selangor",2020-11-12,"Kuala Langat",80
"2425","Selangor",2020-11-13,"Petaling",275
"2426","Selangor",2020-11-14,"Hulu Selangor",9
"2427","Selangor",2020-11-15,"Kuala Selangor",10
"2428","Selangor",2020-11-16,"Gombak",66
"2429","Selangor",2020-11-17,"Klang",1646
"2430","Selangor",2020-11-18,"Sabak Bernam",0
"2431","Selangor",2020-11-19,"Sepang",129
"2432","Selangor",2020-11-20,"Hulu Langat",418
"2433","Selangor",2020-11-21,"Kuala Langat",81
"2434","Selangor",2020-11-22,"Petaling",268
"2435","Selangor",2020-11-23,"Hulu Selangor",9
"2436","Selangor",2020-11-24,"Kuala Selangor",8
"2437","Selangor",2020-11-25,"Gombak",57
"2438","Selangor",2020-11-26,"Klang",2712
"2439","Selangor",2020-11-27,"Sabak Bernam",0
"2440","Selangor",2020-11-28,"Sepang",133
"2441","Selangor",2020-11-29,"Hulu Langat",423
"2442","Selangor",2020-11-30,"Kuala Langat",79
"2443","Selangor",2020-09-26,"Petaling",265
"2444","Selangor",2020-09-27,"Hulu Selangor",12
"2445","Selangor",2020-09-28,"Kuala Selangor",8
"2446","Selangor",2020-09-29,"Gombak",61
"2447","Selangor",2020-09-30,"Klang",4022
"2448","Selangor",2020-10-01,"Sabak Bernam",0
"2449","Selangor",2020-10-02,"Sepang",131
"2450","Selangor",2020-10-03,"Hulu Langat",424
"2451","Selangor",2020-10-04,"Kuala Langat",80
"2452","Selangor",2020-10-05,"Petaling",274
"2453","Selangor",2020-10-06,"Hulu Selangor",12
"2454","Selangor",2020-10-07,"Kuala Selangor",10
"2455","Selangor",2020-10-08,"Gombak",60
"2456","Selangor",2020-10-09,"Klang",4019
"2457","Selangor",2020-10-10,"Sabak Bernam",0
"2458","Selangor",2020-10-11,"Sepang",133
"2459","Selangor",2020-10-12,"Hulu Langat",425
"2460","Selangor",2020-10-13,"Kuala Langat",103
"2461","Selangor",2020-10-14,"Petaling",286
"2462","Selangor",2020-10-15,"Hulu Selangor",16
"2463","Selangor",2020-10-16,"Kuala Selangor",11
"2464","Selangor",2020-10-17,"Gombak",55
"2465","Selangor",2020-10-18,"Klang",3944
"2466","Selangor",2020-10-19,"Sabak Bernam",0
"2467","Selangor",2020-10-20,"Sepang",88
"2468","Selangor",2020-10-21,"Hulu Langat",403
"2469","Selangor",2020-10-22,"Kuala Langat",97
"2470","Selangor",2020-10-23,"Petaling",337
"2471","Selangor",2020-10-24,"Hulu Selangor",12
"2472","Selangor",2020-10-25,"Kuala Selangor",16
"2473","Selangor",2020-10-26,"Gombak",63
"2474","Selangor",2020-10-27,"Klang",3932
"2475","Selangor",2020-10-28,"Sabak Bernam",0
"2476","Selangor",2020-10-29,"Sepang",89
"2477","Selangor",2020-10-30,"Hulu Langat",413
"2478","Selangor",2020-10-31,"Kuala Langat",114
"2479","Selangor",2020-11-01,"Petaling",344
"2480","Selangor",2020-11-02,"Hulu Selangor",12
"2481","Selangor",2020-11-03,"Kuala Selangor",21
"2482","Selangor",2020-11-04,"Gombak",47
"2483","Selangor",2020-11-05,"Klang",3706
"2484","Selangor",2020-11-06,"Sabak Bernam",0
"2485","Selangor",2020-11-07,"Sepang",83
"2486","Selangor",2020-11-08,"Hulu Langat",414
"2487","Selangor",2020-11-09,"Kuala Langat",126
"2488","Selangor",2020-11-10,"Petaling",356
"2489","Selangor",2020-11-11,"Hulu Selangor",12
"2490","Selangor",2020-11-12,"Kuala Selangor",20
"2491","Selangor",2020-11-13,"Gombak",75
"2492","Selangor",2020-11-14,"Klang",3479
"2493","Selangor",2020-11-15,"Sabak Bernam",1
"2494","Selangor",2020-11-16,"Sepang",91
"2495","Selangor",2020-11-17,"Hulu Langat",447
"2496","Selangor",2020-11-18,"Kuala Langat",128
"2497","Selangor",2020-11-19,"Petaling",377
"2498","Selangor",2020-11-20,"Hulu Selangor",12
"2499","Selangor",2020-11-21,"Kuala Selangor",19
"2500","Selangor",2020-11-22,"Gombak",79
"2501","Selangor",2020-11-23,"Klang",2707
"2502","Selangor",2020-11-24,"Sabak Bernam",1
"2503","Selangor",2020-11-25,"Sepang",97
"2504","Selangor",2020-11-26,"Hulu Langat",490
"2505","Selangor",2020-11-27,"Kuala Langat",126
"2506","Selangor",2020-11-28,"Petaling",398
"2507","Selangor",2020-11-29,"Hulu Selangor",11
"2508","Selangor",2020-11-30,"Kuala Selangor",21
"2509","W.P. Kuala Lumpur",2020-09-26,"Lembah Pantai",0
"2510","W.P. Kuala Lumpur",2020-09-27,"Titiwangsa",0
"2511","W.P. Kuala Lumpur",2020-09-28,"Kepong",0
"2512","W.P. Kuala Lumpur",2020-09-29,"Cheras",0
"2513","W.P. Kuala Lumpur",2020-09-30,"Lembah Pantai",0
"2514","W.P. Kuala Lumpur",2020-10-01,"Titiwangsa",2
"2515","W.P. Kuala Lumpur",2020-10-02,"Kepong",0
"2516","W.P. Kuala Lumpur",2020-10-03,"Cheras",0
"2517","W.P. Kuala Lumpur",2020-10-04,"Lembah Pantai",0
"2518","W.P. Kuala Lumpur",2020-10-05,"Titiwangsa",2
"2519","W.P. Kuala Lumpur",2020-10-06,"Kepong",0
"2520","W.P. Kuala Lumpur",2020-10-07,"Cheras",0
"2521","W.P. Kuala Lumpur",2020-10-08,"Lembah Pantai",0
"2522","W.P. Kuala Lumpur",2020-10-09,"Titiwangsa",2
"2523","W.P. Kuala Lumpur",2020-10-10,"Kepong",0
"2524","W.P. Kuala Lumpur",2020-10-11,"Cheras",0
"2525","W.P. Kuala Lumpur",2020-10-12,"Lembah Pantai",0
"2526","W.P. Kuala Lumpur",2020-10-13,"Titiwangsa",2
"2527","W.P. Kuala Lumpur",2020-10-14,"Kepong",0
"2528","W.P. Kuala Lumpur",2020-10-15,"Cheras",0
"2529","W.P. Kuala Lumpur",2020-10-16,"Lembah Pantai",0
"2530","W.P. Kuala Lumpur",2020-10-17,"Titiwangsa",3
"2531","W.P. Kuala Lumpur",2020-10-18,"Kepong",0
"2532","W.P. Kuala Lumpur",2020-10-19,"Cheras",0
"2533","W.P. Kuala Lumpur",2020-10-20,"Lembah Pantai",1
"2534","W.P. Kuala Lumpur",2020-10-21,"Titiwangsa",3
"2535","W.P. Kuala Lumpur",2020-10-22,"Kepong",0
"2536","W.P. Kuala Lumpur",2020-10-23,"Cheras",0
"2537","W.P. Kuala Lumpur",2020-10-24,"Lembah Pantai",1
"2538","W.P. Kuala Lumpur",2020-10-25,"Titiwangsa",4
"2539","W.P. Kuala Lumpur",2020-10-26,"Kepong",1
"2540","W.P. Kuala Lumpur",2020-10-27,"Cheras",0
"2541","W.P. Kuala Lumpur",2020-10-28,"Lembah Pantai",2
"2542","W.P. Kuala Lumpur",2020-10-29,"Titiwangsa",4
"2543","W.P. Kuala Lumpur",2020-10-30,"Kepong",1
"2544","W.P. Kuala Lumpur",2020-10-31,"Cheras",0
"2545","W.P. Kuala Lumpur",2020-11-01,"Lembah Pantai",2
"2546","W.P. Kuala Lumpur",2020-11-02,"Titiwangsa",6
"2547","W.P. Kuala Lumpur",2020-11-03,"Kepong",2
"2548","W.P. Kuala Lumpur",2020-11-04,"Cheras",0
"2549","W.P. Kuala Lumpur",2020-11-05,"Lembah Pantai",3
"2550","W.P. Kuala Lumpur",2020-11-06,"Titiwangsa",6
"2551","W.P. Kuala Lumpur",2020-11-07,"Kepong",3
"2552","W.P. Kuala Lumpur",2020-11-08,"Cheras",0
"2553","W.P. Kuala Lumpur",2020-11-09,"Lembah Pantai",3
"2554","W.P. Kuala Lumpur",2020-11-10,"Titiwangsa",6
"2555","W.P. Kuala Lumpur",2020-11-11,"Kepong",4
"2556","W.P. Kuala Lumpur",2020-11-12,"Cheras",1
"2557","W.P. Kuala Lumpur",2020-11-13,"Lembah Pantai",11
"2558","W.P. Kuala Lumpur",2020-11-14,"Titiwangsa",6
"2559","W.P. Kuala Lumpur",2020-11-15,"Kepong",4
"2560","W.P. Kuala Lumpur",2020-11-16,"Cheras",1
"2561","W.P. Kuala Lumpur",2020-11-17,"Lembah Pantai",11
"2562","W.P. Kuala Lumpur",2020-11-18,"Titiwangsa",8
"2563","W.P. Kuala Lumpur",2020-11-19,"Kepong",4
"2564","W.P. Kuala Lumpur",2020-11-20,"Cheras",1
"2565","W.P. Kuala Lumpur",2020-11-21,"Lembah Pantai",13
"2566","W.P. Kuala Lumpur",2020-11-22,"Titiwangsa",8
"2567","W.P. Kuala Lumpur",2020-11-23,"Kepong",6
"2568","W.P. Kuala Lumpur",2020-11-24,"Cheras",1
"2569","W.P. Kuala Lumpur",2020-11-25,"Lembah Pantai",14
"2570","W.P. Kuala Lumpur",2020-11-26,"Titiwangsa",10
"2571","W.P. Kuala Lumpur",2020-11-27,"Kepong",9
"2572","W.P. Kuala Lumpur",2020-11-28,"Cheras",1
"2573","W.P. Kuala Lumpur",2020-11-29,"Lembah Pantai",16
"2574","W.P. Kuala Lumpur",2020-11-30,"Titiwangsa",13
"2575","W.P. Kuala Lumpur",2020-09-26,"Kepong",9
"2576","W.P. Kuala Lumpur",2020-09-27,"Cheras",21
"2577","W.P. Kuala Lumpur",2020-09-28,"Lembah Pantai",17
"2578","W.P. Kuala Lumpur",2020-09-29,"Titiwangsa",13
"2579","W.P. Kuala Lumpur",2020-09-30,"Kepong",10
"2580","W.P. Kuala Lumpur",2020-10-01,"Cheras",22
"2581","W.P. Kuala Lumpur",2020-10-02,"Lembah Pantai",19
"2582","W.P. Kuala Lumpur",2020-10-03,"Titiwangsa",16
"2583","W.P. Kuala Lumpur",2020-10-04,"Kepong",10
"2584","W.P. Kuala Lumpur",2020-10-05,"Cheras",24
"2585","W.P. Kuala Lumpur",2020-10-06,"Lembah Pantai",20
"2586","W.P. Kuala Lumpur",2020-10-07,"Titiwangsa",19
"2587","W.P. Kuala Lumpur",2020-10-08,"Kepong",10
"2588","W.P. Kuala Lumpur",2020-10-09,"Cheras",26
"2589","W.P. Kuala Lumpur",2020-10-10,"Lembah Pantai",20
"2590","W.P. Kuala Lumpur",2020-10-11,"Titiwangsa",19
"2591","W.P. Kuala Lumpur",2020-10-12,"Kepong",11
"2592","W.P. Kuala Lumpur",2020-10-13,"Cheras",29
"2593","W.P. Kuala Lumpur",2020-10-14,"Lembah Pantai",24
"2594","W.P. Kuala Lumpur",2020-10-15,"Titiwangsa",24
"2595","W.P. Kuala Lumpur",2020-10-16,"Kepong",12
"2596","W.P. Kuala Lumpur",2020-10-17,"Cheras",32
"2597","W.P. Kuala Lumpur",2020-10-18,"Lembah Pantai",27
"2598","W.P. Kuala Lumpur",2020-10-19,"Titiwangsa",25
"2599","W.P. Kuala Lumpur",2020-10-20,"Kepong",13
"2600","W.P. Kuala Lumpur",2020-10-21,"Cheras",32
"2601","W.P. Kuala Lumpur",2020-10-22,"Lembah Pantai",27
"2602","W.P. Kuala Lumpur",2020-10-23,"Titiwangsa",27
"2603","W.P. Kuala Lumpur",2020-10-24,"Kepong",11
"2604","W.P. Kuala Lumpur",2020-10-25,"Cheras",33
"2605","W.P. Kuala Lumpur",2020-10-26,"Lembah Pantai",29
"2606","W.P. Kuala Lumpur",2020-10-27,"Titiwangsa",30
"2607","W.P. Kuala Lumpur",2020-10-28,"Kepong",10
"2608","W.P. Kuala Lumpur",2020-10-29,"Cheras",33
"2609","W.P. Kuala Lumpur",2020-10-30,"Lembah Pantai",30
"2610","W.P. Kuala Lumpur",2020-10-31,"Titiwangsa",43
"2611","W.P. Kuala Lumpur",2020-11-01,"Kepong",11
"2612","W.P. Kuala Lumpur",2020-11-02,"Cheras",35
"2613","W.P. Kuala Lumpur",2020-11-03,"Lembah Pantai",24
"2614","W.P. Kuala Lumpur",2020-11-04,"Titiwangsa",57
"2615","W.P. Kuala Lumpur",2020-11-05,"Kepong",15
"2616","W.P. Kuala Lumpur",2020-11-06,"Cheras",36
"2617","W.P. Kuala Lumpur",2020-11-07,"Lembah Pantai",27
"2618","W.P. Kuala Lumpur",2020-11-08,"Titiwangsa",60
"2619","W.P. Kuala Lumpur",2020-11-09,"Kepong",17
"2620","W.P. Kuala Lumpur",2020-11-10,"Cheras",37
"2621","W.P. Kuala Lumpur",2020-11-11,"Lembah Pantai",28
"2622","W.P. Kuala Lumpur",2020-11-12,"Titiwangsa",63
"2623","W.P. Kuala Lumpur",2020-11-13,"Kepong",17
"2624","W.P. Kuala Lumpur",2020-11-14,"Cheras",37
"2625","W.P. Kuala Lumpur",2020-11-15,"Lembah Pantai",27
"2626","W.P. Kuala Lumpur",2020-11-16,"Titiwangsa",62
"2627","W.P. Kuala Lumpur",2020-11-17,"Kepong",20
"2628","W.P. Kuala Lumpur",2020-11-18,"Cheras",38
"2629","W.P. Kuala Lumpur",2020-11-19,"Lembah Pantai",28
"2630","W.P. Kuala Lumpur",2020-11-20,"Titiwangsa",63
"2631","W.P. Kuala Lumpur",2020-11-21,"Kepong",28
"2632","W.P. Kuala Lumpur",2020-11-22,"Cheras",20
"2633","W.P. Kuala Lumpur",2020-11-23,"Lembah Pantai",29
"2634","W.P. Kuala Lumpur",2020-11-24,"Titiwangsa",66
"2635","W.P. Kuala Lumpur",2020-11-25,"Kepong",29
"2636","W.P. Kuala Lumpur",2020-11-26,"Cheras",20
"2637","W.P. Kuala Lumpur",2020-11-27,"Lembah Pantai",29
"2638","W.P. Kuala Lumpur",2020-11-28,"Titiwangsa",72
"2639","W.P. Kuala Lumpur",2020-11-29,"Kepong",30
"2640","W.P. Kuala Lumpur",2020-11-30,"Cheras",20
"2641","W.P. Kuala Lumpur",2020-09-26,"Lembah Pantai",28
"2642","W.P. Kuala Lumpur",2020-09-27,"Titiwangsa",77
"2643","W.P. Kuala Lumpur",2020-09-28,"Kepong",34
"2644","W.P. Kuala Lumpur",2020-09-29,"Cheras",26
"2645","W.P. Kuala Lumpur",2020-09-30,"Lembah Pantai",27
"2646","W.P. Kuala Lumpur",2020-10-01,"Titiwangsa",87
"2647","W.P. Kuala Lumpur",2020-10-02,"Kepong",41
"2648","W.P. Kuala Lumpur",2020-10-03,"Cheras",24
"2649","W.P. Kuala Lumpur",2020-10-04,"Lembah Pantai",24
"2650","W.P. Kuala Lumpur",2020-10-05,"Titiwangsa",81
"2651","W.P. Kuala Lumpur",2020-10-06,"Kepong",43
"2652","W.P. Kuala Lumpur",2020-10-07,"Cheras",28
"2653","W.P. Kuala Lumpur",2020-10-08,"Lembah Pantai",20
"2654","W.P. Kuala Lumpur",2020-10-09,"Titiwangsa",80
"2655","W.P. Kuala Lumpur",2020-10-10,"Kepong",43
"2656","W.P. Kuala Lumpur",2020-10-11,"Cheras",31
"2657","W.P. Kuala Lumpur",2020-10-12,"Lembah Pantai",20
"2658","W.P. Kuala Lumpur",2020-10-13,"Titiwangsa",82
"2659","W.P. Kuala Lumpur",2020-10-14,"Kepong",51
"2660","W.P. Kuala Lumpur",2020-10-15,"Cheras",36
"2661","W.P. Kuala Lumpur",2020-10-16,"Lembah Pantai",18
"2662","W.P. Kuala Lumpur",2020-10-17,"Titiwangsa",81
"2663","W.P. Kuala Lumpur",2020-10-18,"Kepong",52
"2664","W.P. Kuala Lumpur",2020-10-19,"Cheras",41
"2665","W.P. Kuala Lumpur",2020-10-20,"Lembah Pantai",17
"2666","W.P. Kuala Lumpur",2020-10-21,"Titiwangsa",70
"2667","W.P. Kuala Lumpur",2020-10-22,"Kepong",51
"2668","W.P. Kuala Lumpur",2020-10-23,"Cheras",41
"2669","W.P. Kuala Lumpur",2020-10-24,"Lembah Pantai",18
"2670","W.P. Kuala Lumpur",2020-10-25,"Titiwangsa",62
"2671","W.P. Kuala Lumpur",2020-10-26,"Kepong",50
"2672","W.P. Kuala Lumpur",2020-10-27,"Cheras",42
"2673","W.P. Kuala Lumpur",2020-10-28,"Lembah Pantai",20
"2674","W.P. Kuala Lumpur",2020-10-29,"Titiwangsa",59
"2675","W.P. Kuala Lumpur",2020-10-30,"Kepong",52
"2676","W.P. Kuala Lumpur",2020-10-31,"Cheras",48
"2677","W.P. Kuala Lumpur",2020-11-01,"Lembah Pantai",25
"2678","W.P. Kuala Lumpur",2020-11-02,"Titiwangsa",60
"2679","W.P. Kuala Lumpur",2020-11-03,"Kepong",63
"2680","W.P. Kuala Lumpur",2020-11-04,"Cheras",51
"2681","W.P. Kuala Lumpur",2020-11-05,"Lembah Pantai",27
"2682","W.P. Kuala Lumpur",2020-11-06,"Titiwangsa",59
"2683","W.P. Kuala Lumpur",2020-11-07,"Kepong",64
"2684","W.P. Kuala Lumpur",2020-11-08,"Cheras",50
"2685","W.P. Kuala Lumpur",2020-11-09,"Lembah Pantai",26
"2686","W.P. Kuala Lumpur",2020-11-10,"Titiwangsa",60
"2687","W.P. Kuala Lumpur",2020-11-11,"Kepong",64
"2688","W.P. Kuala Lumpur",2020-11-12,"Cheras",53
"2689","W.P. Kuala Lumpur",2020-11-13,"Lembah Pantai",27
"2690","W.P. Kuala Lumpur",2020-11-14,"Titiwangsa",60
"2691","W.P. Kuala Lumpur",2020-11-15,"Kepong",70
"2692","W.P. Kuala Lumpur",2020-11-16,"Cheras",56
"2693","W.P. Kuala Lumpur",2020-11-17,"Lembah Pantai",29
"2694","W.P. Kuala Lumpur",2020-11-18,"Titiwangsa",54
"2695","W.P. Kuala Lumpur",2020-11-19,"Kepong",77
"2696","W.P. Kuala Lumpur",2020-11-20,"Cheras",57
"2697","W.P. Kuala Lumpur",2020-11-21,"Lembah Pantai",48
"2698","W.P. Kuala Lumpur",2020-11-22,"Titiwangsa",54
"2699","W.P. Kuala Lumpur",2020-11-23,"Kepong",91
"2700","W.P. Kuala Lumpur",2020-11-24,"Cheras",50
"2701","W.P. Kuala Lumpur",2020-11-25,"Lembah Pantai",53
"2702","W.P. Kuala Lumpur",2020-11-26,"Titiwangsa",50
"2703","W.P. Kuala Lumpur",2020-11-27,"Kepong",267
"2704","W.P. Kuala Lumpur",2020-11-28,"Cheras",55
"2705","W.P. Kuala Lumpur",2020-11-29,"Lembah Pantai",57
"2706","W.P. Kuala Lumpur",2020-11-30,"Titiwangsa",51
"2707","W.P. Kuala Lumpur",2020-09-26,"Kepong",267
"2708","W.P. Kuala Lumpur",2020-09-27,"Cheras",52
"2709","W.P. Kuala Lumpur",2020-09-28,"Lembah Pantai",60
"2710","W.P. Kuala Lumpur",2020-09-29,"Titiwangsa",55
"2711","W.P. Kuala Lumpur",2020-09-30,"Kepong",605
"2712","W.P. Kuala Lumpur",2020-10-01,"Cheras",170
"2713","W.P. Kuala Lumpur",2020-10-02,"Lembah Pantai",64
"2714","W.P. Kuala Lumpur",2020-10-03,"Titiwangsa",51
"2715","W.P. Kuala Lumpur",2020-10-04,"Kepong",976
"2716","W.P. Kuala Lumpur",2020-10-05,"Cheras",171
"2717","W.P. Kuala Lumpur",2020-10-06,"Lembah Pantai",70
"2718","W.P. Kuala Lumpur",2020-10-07,"Titiwangsa",50
"2719","W.P. Kuala Lumpur",2020-10-08,"Kepong",1201
"2720","W.P. Kuala Lumpur",2020-10-09,"Cheras",169
"2721","W.P. Kuala Lumpur",2020-10-10,"Lembah Pantai",80
"2722","W.P. Kuala Lumpur",2020-10-11,"Titiwangsa",51
"2723","W.P. Kuala Lumpur",2020-10-12,"Kepong",1206
"2724","W.P. Kuala Lumpur",2020-10-13,"Cheras",175
"2725","W.P. Kuala Lumpur",2020-10-14,"Lembah Pantai",111
"2726","W.P. Kuala Lumpur",2020-10-15,"Titiwangsa",47
"2727","W.P. Kuala Lumpur",2020-10-16,"Kepong",1231
"2728","W.P. Kuala Lumpur",2020-10-17,"Cheras",176
"2729","W.P. Kuala Lumpur",2020-10-18,"Lembah Pantai",126
"2730","W.P. Kuala Lumpur",2020-10-19,"Titiwangsa",50
"2731","W.P. Kuala Lumpur",2020-10-20,"Kepong",1238
"2732","W.P. Kuala Lumpur",2020-10-21,"Cheras",175
"2733","W.P. Kuala Lumpur",2020-10-22,"Lembah Pantai",126
"2734","W.P. Kuala Lumpur",2020-10-23,"Titiwangsa",49
"2735","W.P. Kuala Lumpur",2020-10-24,"Kepong",1240
"2736","W.P. Kuala Lumpur",2020-10-25,"Cheras",212
"2737","W.P. Kuala Lumpur",2020-10-26,"Lembah Pantai",134
"2738","W.P. Kuala Lumpur",2020-10-27,"Titiwangsa",48
"2739","W.P. Kuala Lumpur",2020-10-28,"Kepong",1246
"2740","W.P. Kuala Lumpur",2020-10-29,"Cheras",214
"2741","W.P. Kuala Lumpur",2020-10-30,"Lembah Pantai",217
"2742","W.P. Kuala Lumpur",2020-10-31,"Titiwangsa",52
"2743","W.P. Kuala Lumpur",2020-11-01,"Kepong",1335
"2744","W.P. Kuala Lumpur",2020-11-02,"Cheras",213
"2745","W.P. Kuala Lumpur",2020-11-03,"Lembah Pantai",289
"2746","W.P. Kuala Lumpur",2020-11-04,"Titiwangsa",49
"2747","W.P. Kuala Lumpur",2020-11-05,"Kepong",1336
"2748","W.P. Kuala Lumpur",2020-11-06,"Cheras",214
"2749","W.P. Kuala Lumpur",2020-11-07,"Lembah Pantai",302
"2750","W.P. Kuala Lumpur",2020-11-08,"Titiwangsa",47
"2751","W.P. Kuala Lumpur",2020-11-09,"Kepong",1349
"2752","W.P. Kuala Lumpur",2020-11-10,"Cheras",216
"2753","W.P. Kuala Lumpur",2020-11-11,"Lembah Pantai",318
"2754","W.P. Kuala Lumpur",2020-11-12,"Titiwangsa",41
"2755","W.P. Kuala Lumpur",2020-11-13,"Kepong",1339
"2756","W.P. Kuala Lumpur",2020-11-14,"Cheras",228
"2757","W.P. Kuala Lumpur",2020-11-15,"Lembah Pantai",439
"2758","W.P. Kuala Lumpur",2020-11-16,"Titiwangsa",36
"2759","W.P. Kuala Lumpur",2020-11-17,"Kepong",1166
"2760","W.P. Kuala Lumpur",2020-11-18,"Cheras",228
"2761","W.P. Kuala Lumpur",2020-11-19,"Lembah Pantai",576
"2762","W.P. Kuala Lumpur",2020-11-20,"Titiwangsa",41
"2763","W.P. Kuala Lumpur",2020-11-21,"Kepong",1200
"2764","W.P. Kuala Lumpur",2020-11-22,"Cheras",226
"2765","W.P. Kuala Lumpur",2020-11-23,"Lembah Pantai",661
"2766","W.P. Kuala Lumpur",2020-11-24,"Titiwangsa",68
"2767","W.P. Kuala Lumpur",2020-11-25,"Kepong",1230
"2768","W.P. Kuala Lumpur",2020-11-26,"Cheras",110
"2769","W.P. Kuala Lumpur",2020-11-27,"Lembah Pantai",731
"2770","W.P. Kuala Lumpur",2020-11-28,"Titiwangsa",74
"2771","W.P. Kuala Lumpur",2020-11-29,"Kepong",872
"2772","W.P. Kuala Lumpur",2020-11-30,"Cheras",114
"2773","W.P. Putrajaya",2020-09-26,"Putrajaya",0
"2774","W.P. Putrajaya",2020-09-27,"Putrajaya",0
"2775","W.P. Putrajaya",2020-09-28,"Putrajaya",0
"2776","W.P. Putrajaya",2020-09-29,"Putrajaya",0
"2777","W.P. Putrajaya",2020-09-30,"Putrajaya",0
"2778","W.P. Putrajaya",2020-10-01,"Putrajaya",4
"2779","W.P. Putrajaya",2020-10-02,"Putrajaya",4
"2780","W.P. Putrajaya",2020-10-03,"Putrajaya",4
"2781","W.P. Putrajaya",2020-10-04,"Putrajaya",4
"2782","W.P. Putrajaya",2020-10-05,"Putrajaya",6
"2783","W.P. Putrajaya",2020-10-06,"Putrajaya",7
"2784","W.P. Putrajaya",2020-10-07,"Putrajaya",9
"2785","W.P. Putrajaya",2020-10-08,"Putrajaya",10
"2786","W.P. Putrajaya",2020-10-09,"Putrajaya",12
